"tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"N853VA",2012,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N854AA",1976,"Fixed wing multi engine","BOEING","727-223",3,134,435,"Turbo-jet"
"N854DN",2016,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N854UA",2002,"Fixed wing multi engine","AIRBUS","A319-131",2,179,NA,"Turbo-jet"
"N854VA",2012,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N855DN",2016,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N855UA",2002,"Fixed wing multi engine","AIRBUS","A319-131",2,179,NA,"Turbo-jet"
"N855VA",2012,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N856DN",2016,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N856NW",2004,"Fixed wing multi engine","AIRBUS","A330-223",3,379,NA,"Turbo-fan"
"N857AA",2000,"Fixed wing multi engine","CESSNA","550",2,8,NA,"Turbo-fan"
"N857DZ",2016,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N857NW",2004,"Fixed wing multi engine","AIRBUS","A330-223",3,379,NA,"Turbo-fan"
"N858DZ",2016,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N858NW",2006,"Fixed wing multi engine","AIRBUS","A330-223",3,379,NA,"Turbo-fan"
"N859DN",2016,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N8600F",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8601C",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8602F",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8603F",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8604K",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8605E",2012,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8606C",NA,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8607M",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8608N",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8609A",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N860AA",2005,"Fixed wing multi engine","GULFSTREAM AEROSPACE","GV-SP (G550)",2,20,NA,"Turbo-fan"
"N860DN",2016,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N860NW",2006,"Fixed wing multi engine","AIRBUS","A330-223",3,379,NA,"Turbo-fan"
"N8610A",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8611F",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8612K",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8613K",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8614M",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8615E",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8616C",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8617E",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8618N",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8619F",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N861DN",2016,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N861NW",2006,"Fixed wing multi engine","AIRBUS","A330-223",3,379,NA,"Turbo-fan"
"N8620H",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8621A",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8622A",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8623F",2013,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8624J",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8625A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8626B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8627B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8628A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8629A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N862DN",2016,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N8630B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8631A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8632A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8633A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8634A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8635F",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8637A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8638A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8639B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N863DN",2016,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N8640D",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8641B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8642E",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8643A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8644C",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8645A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8646B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8647A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8648A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8649A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N864DN",2016,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N8650F",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8651A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8652B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N86534",NA,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N8653A",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8654B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8655D",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8656B",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8657B",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8658A",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8659D",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N865AA",1969,"Fixed wing multi engine","GULFSTREAM AEROSPACE","G1159B",2,22,NA,"Turbo-jet"
"N865DA",1999,"Fixed wing multi engine","BOEING","777-232",2,400,NA,"Turbo-jet"
"N865DN",2016,"Fixed wing multi engine","BOEING","737-932ER",2,222,NA,"Turbo-fan"
"N8660A",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8661A",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8662F",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8663A",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8664J",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8665D",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8667D",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8668A",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8669B",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N866AA",1977,"Fixed wing multi engine","BOEING","727-223",3,134,435,"Turbo-jet"
"N866DN",2016,"Fixed wing multi engine","BOEING","737-900ER",2,222,NA,"Turbo-fan"
"N8670A",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8671D",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8672F",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8673F",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8674B",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8675A",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8676A",2015,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8677A",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8678E",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8679A",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N867DN",2016,"Fixed wing multi engine","BOEING","737-900ER",2,222,NA,"Turbo-fan"
"N8680C",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8681M",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8682B",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8683D",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8684F",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8685B",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8686A",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8687A",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8688J",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8689C",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N868DN",2016,"Fixed wing multi engine","BOEING","737-900ER",2,222,NA,"Turbo-fan"
"N8690A",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8691A",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8692F",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8693A",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8694E",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8695D",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8696E",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8697C",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8698B",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N8699A",2016,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N874AA",1978,"Fixed wing multi engine","BOEING","727-223",3,134,435,"Turbo-jet"
"N874AS",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N87507",2008,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N87512",2008,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N87513",2008,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N87527",2010,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N87531",2011,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N880AA",NA,"Rotorcraft","DJI","PHANTOM 3 PROFESSION",4,NA,NA,"Electric"
"N881AA",NA,"Fixed wing multi engine","RAYTHEON AIRCRAFT COMPANY","390",2,8,NA,"Turbo-fan"
"N882AA",2003,"Fixed wing multi engine","RAYTHEON AIRCRAFT COMPANY","390",2,8,NA,"Turbo-fan"
"N885AA",2001,"Fixed wing single engine","EXTRA FLUGZEUGBAU GMBH","EA-400",1,2,NA,"Reciprocating"
"N888AA",2009,"Fixed wing single engine","PILATUS AIRCRAFT LTD","PC-12/47E",1,11,NA,"Turbo-prop"
"N889UA",NA,"Fixed wing multi engine","AIRBUS","A319-132",2,179,NA,"Turbo-fan"
"N890UA",NA,"Fixed wing multi engine","AIRBUS","A319-132",2,179,NA,"Turbo-fan"
"N891AA",1989,"Fixed wing multi engine","BEECH","C90A",2,9,NA,"Turbo-prop"
"N891AT",2004,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"N8923A",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N892AT",2004,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"N893AT",2004,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"N894AT",2004,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"N895AT",2004,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"N896AT",2005,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"N896SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N897SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N898SK",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N899AT",2005,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"N899SK",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N900PC",1997,"Fixed wing multi engine","BOEING","757-26D",2,178,NA,"Turbo-fan"
"N900WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N901DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N901NK",2016,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,NA,"Turbo-fan"
"N901WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N902DA",1994,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N902FR",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-112",2,179,NA,"Turbo-fan"
"N902NK",2016,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,NA,"Turbo-fan"
"N902WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N903DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N903NK",2016,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,NA,"Turbo-fan"
"N903SW",2000,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N903WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N904DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N904NK",2016,"Fixed wing multi engine","AIRBUS","A320-271N",2,190,NA,"Turbo-fan"
"N904WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N905DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N905SW",2000,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N905WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N906AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"N906DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N906WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N907DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N907WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N908DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N908SW",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N908WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N909DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N909SW",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N909WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N910AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"N910DN",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N910FR",2002,"Fixed wing multi engine","AIRBUS","A319-112",2,100,NA,"Turbo-fan"
"N910WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N911DA",1995,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N912DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N912SW",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N912UY",2014,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N912WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N913DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N913US",2014,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N913WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N914DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N914UY",2014,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N914WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N915AA",1977,"Fixed wing single engine","CESSNA","152",1,2,NA,"4 Cycle"
"N915AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"N915DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N915SW",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N915US",2014,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N915WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N916DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N916SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N916US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N916WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N917AA",1984,"Fixed wing single engine","DRLIK ROMUALD","FALCON 2",1,2,NA,"Reciprocating"
"N917DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N917SW",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N917UY",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N917WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N918DH",1998,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N918SW",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N918US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N918WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N919AA",2005,"Weight-shift-control","ANTARES","M-33",1,2,NA,"2 Cycle"
"N919AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"N919DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-jet"
"N919FR",2003,"Fixed wing multi engine","AIRBUS","A319-111",2,147,NA,"Turbo-fan"
"N919SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N919US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N919WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N920AA",1978,"Fixed wing multi engine","PARTENAVIA S.P.A.","P68B",2,6,143,"Reciprocating"
"N920AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"N920DN",NA,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-fan"
"N920FR",2003,"Fixed wing multi engine","AIRBUS","A319-111",2,147,NA,"Turbo-fan"
"N920US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N920WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N921AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"N921DN",NA,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-fan"
"N921FR",2003,"Fixed wing multi engine","AIRBUS","A319-111",2,147,NA,"Turbo-fan"
"N921US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N921WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N922AT",2005,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"N922DX",NA,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,NA,"Turbo-fan"
"N922FR",2003,"Fixed wing multi engine","AIRBUS","A319-111",2,147,NA,"Turbo-fan"
"N922US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N922WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N923AT",2005,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"N923DN",NA,"Fixed wing multi engine","BOEING","MD-90-30",2,142,NA,"Turbo-fan"
"N923FR",2003,"Fixed wing multi engine","AIRBUS","A319-111",2,147,NA,"Turbo-fan"
"N923SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N923US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N923WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N924AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"N924DN",NA,"Fixed wing multi engine","BOEING","MD-90-30",2,142,NA,"Turbo-fan"
"N924SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N924US",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N924WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N925AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"N925DN",NA,"Fixed wing multi engine","BOEING","MD-90-30",2,142,NA,"Turbo-fan"
"N925SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N925UY",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N925WN",2008,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N926AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"N926DH",NA,"Fixed wing multi engine","BOEING","MD-90-30",2,142,NA,"Turbo-fan"
"N926FR",2004,"Fixed wing multi engine","AIRBUS","A319-111",2,147,NA,"Turbo-fan"
"N926SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N926UW",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N926WN",NA,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N927AA",2015,"Fixed wing multi engine","TEXTRON AVIATION INC","525",2,8,NA,"Turbo-fan"
"N927AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"N927DN",1999,"Fixed wing multi engine","BOEING","MD-90-30",2,142,NA,"Turbo-fan"
"N927FR",2004,"Fixed wing multi engine","AIRBUS","A319-112",2,100,NA,"Turbo-fan"
"N927SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N927UW",2015,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N927WN",NA,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
